timestamp,datetime,comment-id,author-id,agrees,disagrees,moderated,comment-body
1613470072,Tue Feb 16 2021 10:07:52 GMT+0000 (Coordinated Universal Time),42,30,4073,332,1,"Quran and Sunnah be made mandatory in the kindergarten classes"
1614940580,Fri Mar 05 2021 10:36:20 GMT+0000 (Coordinated Universal Time),247,324,1,0,-1,"To bring reforms in judicial system and electoral system."
1614938945,Fri Mar 05 2021 10:09:05 GMT+0000 (Coordinated Universal Time),246,322,1,0,-1,"Govt should give priority to Tribals area now"
1619434157,Mon Apr 26 2021 10:49:17 GMT+0000 (Coordinated Universal Time),5139,9118,1,0,0,"Is sa sub logo ko Faida hoskta ha"
1619434193,Mon Apr 26 2021 10:49:53 GMT+0000 (Coordinated Universal Time),5140,9174,1,0,0,"plz help needy people"
1611088937,Tue Jan 19 2021 20:42:17 GMT+0000 (Coordinated Universal Time),24,0,2483,135,1,"Develop and implement fool proof tax collection system"
1613022492,Thu Feb 11 2021 05:48:12 GMT+0000 (Coordinated Universal Time),31,0,2598,352,1,"Decentralization is one of the factors which can help improve the economy of the country."
1613115974,Fri Feb 12 2021 07:46:14 GMT+0000 (Coordinated Universal Time),33,17,2285,64,1,"The Government needs to focus on job creation in different sectors so that unemployment rates reduce and economy booms."
1614938890,Fri Mar 05 2021 10:08:10 GMT+0000 (Coordinated Universal Time),245,322,1,0,-1,"Please give full attention to tribal area, i have my own organization tol in District Khyber. 0307-8182833"
1619434207,Mon Apr 26 2021 10:50:07 GMT+0000 (Coordinated Universal Time),5141,9223,1,0,0,"I agree but right now it's not possible"
1618216028,Mon Apr 12 2021 08:27:08 GMT+0000 (Coordinated Universal Time),1006,1832,1,0,0,"it will take time"
1614952734,Fri Mar 05 2021 13:58:54 GMT+0000 (Coordinated Universal Time),250,331,1,0,-1,"Standard Education, Freedom of Speech, Transparent Governance and Better health facilities will improve the conditions."
1614238737,Thu Feb 25 2021 07:38:57 GMT+0000 (Coordinated Universal Time),49,40,2183,55,1,"Timely and transparent enforcement of law and order."
1614233943,Thu Feb 25 2021 06:19:03 GMT+0000 (Coordinated Universal Time),45,33,1,0,-1,"Yes"
1614233730,Thu Feb 25 2021 06:15:30 GMT+0000 (Coordinated Universal Time),44,32,1,0,-1,"Agreed with all above narrated questions."
1614237186,Thu Feb 25 2021 07:13:06 GMT+0000 (Coordinated Universal Time),47,38,3007,258,1,"Promote the Youth in different jobs regardless experience."
1614238680,Thu Feb 25 2021 07:38:00 GMT+0000 (Coordinated Universal Time),48,40,2410,130,1,"Empower the moderate class of the society for both economic development and stable social structure."
1619434216,Mon Apr 26 2021 10:50:16 GMT+0000 (Coordinated Universal Time),5142,9174,1,0,0,"plz help poor people provide them pure waterv"
1614240679,Thu Feb 25 2021 08:11:19 GMT+0000 (Coordinated Universal Time),50,43,2859,196,1,"Promote Startup Ecosystem:Organize Hackathons and Big events Nation wide - Invite individuals with solutions for Pakistan’s biggest problems"
1614243214,Thu Feb 25 2021 08:53:34 GMT+0000 (Coordinated Universal Time),52,45,2660,165,1,"Government jobs should be open for fresh graduates along with good packages"
1614248758,Thu Feb 25 2021 10:25:58 GMT+0000 (Coordinated Universal Time),53,48,1,0,-1,"noor18blo@gmail.com"
1614249180,Thu Feb 25 2021 10:33:00 GMT+0000 (Coordinated Universal Time),54,49,1,0,-1,"The only if Pakistan gona to have prosperity is economy so that intrrnational brands & companies invest in Pakistan & make job oppertunities"
1614241279,Thu Feb 25 2021 08:21:19 GMT+0000 (Coordinated Universal Time),51,44,1,0,-1,"Cross cultural  programme  for youth,youth empowerment programme to train young& energetic youth"
1619434230,Mon Apr 26 2021 10:50:30 GMT+0000 (Coordinated Universal Time),5143,9248,1,0,0,"Give loan to that peoples on very easy requirements"
1614251822,Thu Feb 25 2021 11:17:02 GMT+0000 (Coordinated Universal Time),56,50,1,0,-1,"Government should create opportunities for decrease unemployment"
1614251575,Thu Feb 25 2021 11:12:55 GMT+0000 (Coordinated Universal Time),55,51,1,0,-1,"How we can collaborate to work together in the corresponding project?    OR        What will be the term and condition to collaborate?"
1614959238,Fri Mar 05 2021 15:47:18 GMT+0000 (Coordinated Universal Time),254,336,1,0,-1,"Enabling Employment for the youth make ensure that youth meaning full participation and engagement in civic education and rights ,"
1618216279,Mon Apr 12 2021 08:31:19 GMT+0000 (Coordinated Universal Time),1055,1873,1,0,0,"Improve our Govt sector."
1614260676,Thu Feb 25 2021 13:44:36 GMT+0000 (Coordinated Universal Time),68,64,1,0,-1,"You should look forward To see each and every side in the country To improve"
1614260542,Thu Feb 25 2021 13:42:22 GMT+0000 (Coordinated Universal Time),67,62,2023,219,1,"Trafficneedstobe managed.Multan road in lahore is under construction since 4 years this creates heavy burden on other road. +DHA road in rwp"
1614260408,Thu Feb 25 2021 13:40:08 GMT+0000 (Coordinated Universal Time),66,62,3825,484,1,"New airports should be built/mordernize airports with good entrances in order to set a good impression for foreigners and promote tourism"
1614256594,Thu Feb 25 2021 12:36:34 GMT+0000 (Coordinated Universal Time),62,60,3312,345,1,"Education should be free till university level"
1614260404,Thu Feb 25 2021 13:40:04 GMT+0000 (Coordinated Universal Time),65,63,1,0,-1,"The government must take steps to equip such people either with skills or resources so that they can support themselves on their own"
1614260312,Thu Feb 25 2021 13:38:32 GMT+0000 (Coordinated Universal Time),64,62,3114,418,1,"badges should be given to teachers according to expertise judged upon online courses that are available online and open to all (e.g MIE)"
1614254104,Thu Feb 25 2021 11:55:04 GMT+0000 (Coordinated Universal Time),58,55,1,0,-1,"I'm Muhammad Farhan (Banker, trained reformist, transformist). I've several reforms processes. For discussion, email: farhan.usman@ymail.com"
1614252144,Thu Feb 25 2021 11:22:24 GMT+0000 (Coordinated Universal Time),57,52,2322,101,1,"Intense focus on Girls education in tribal districts is direly in need"
1614260105,Thu Feb 25 2021 13:35:05 GMT+0000 (Coordinated Universal Time),63,62,2323,125,1,"Merit system should be implemented in every sector with 1 uniform grading system throughout the country"
1614255267,Thu Feb 25 2021 12:14:27 GMT+0000 (Coordinated Universal Time),61,43,1,0,-1,"Support creativity and innovation, startups and Entrepreneurship  Spend more on R&D - Implementation of research Interest free loans"
1614254657,Thu Feb 25 2021 12:04:17 GMT+0000 (Coordinated Universal Time),60,57,2067,39,1,"Government needs to provide quality education to every kid and make sure that all schools have career and life counsellors for students."
1614254393,Thu Feb 25 2021 11:59:53 GMT+0000 (Coordinated Universal Time),59,56,1,0,-1,"Replace CSS/PMS immediately with subject specialist-based competition like developed countries. And use the nudge to get public in tax net."
1614261917,Thu Feb 25 2021 14:05:17 GMT+0000 (Coordinated Universal Time),69,67,1,0,-1,"Unfortunately, Pakistan is a military state, where all state institutions are controlled by Army directly and indirectly. Corona=Army rule"
1614268207,Thu Feb 25 2021 15:50:07 GMT+0000 (Coordinated Universal Time),79,79,2302,82,1,"Promote clean-ups and beautification campaigns in cities"
1614265308,Thu Feb 25 2021 15:01:48 GMT+0000 (Coordinated Universal Time),75,74,1,0,-1,"I have selected all the responses as per my thoughts."
1614264138,Thu Feb 25 2021 14:42:18 GMT+0000 (Coordinated Universal Time),74,72,2344,284,1,"Make details of all public expenditures truly public down to the rupee. Rs.1200 Billion were spent in the name COVID. How was it spent."
1614262155,Thu Feb 25 2021 14:09:15 GMT+0000 (Coordinated Universal Time),73,68,1,0,-1,"Govt should Focused on Jobs creations,Business,Poverty and Merit"
1614262103,Thu Feb 25 2021 14:08:23 GMT+0000 (Coordinated Universal Time),72,69,2482,158,1,"Govt. needs to put an extra effort for making offices, etc. safest, so that women may play their part without fear of getting harrased."
1614271339,Thu Feb 25 2021 16:42:19 GMT+0000 (Coordinated Universal Time),82,82,1,0,-1,"Govt should control on unemployment."
1614277517,Thu Feb 25 2021 18:25:17 GMT+0000 (Coordinated Universal Time),85,84,1,0,-1,"Yes. These youth should be prioritised for free computer training courses. They need it the most"
1614278045,Thu Feb 25 2021 18:34:05 GMT+0000 (Coordinated Universal Time),87,84,2750,234,1,"Give the heavier tax payers long term benefits. So when non-tax payers this, they start paying their taxes like good citizens."
1614275952,Thu Feb 25 2021 17:59:12 GMT+0000 (Coordinated Universal Time),83,83,1,0,-1,"Pakistan Government should follow the real Riyasat e Madina steps in Justice or welfare or in ground school education system or in Islam."
1614271253,Thu Feb 25 2021 16:40:53 GMT+0000 (Coordinated Universal Time),81,81,3069,245,1,"Pakistan should try to bring in their own vaccine so that we could also provide for all"
1614267038,Thu Feb 25 2021 15:30:38 GMT+0000 (Coordinated Universal Time),77,77,1,0,-1,"First Is To Help make some proper Procedure for Poor people and Second for jobless youth"
1614265821,Thu Feb 25 2021 15:10:21 GMT+0000 (Coordinated Universal Time),76,75,2261,72,1,"I believe consious raising is the first step. To make the people realize they can be better humans and live in better conditions."
1614277327,Thu Feb 25 2021 18:22:07 GMT+0000 (Coordinated Universal Time),84,84,3983,468,1,"Free internet and computer facilities need to be accessible to all school going children esp. those that belong to low income families."
1614277684,Thu Feb 25 2021 18:28:04 GMT+0000 (Coordinated Universal Time),86,84,1,0,-1,"Make public transport, offices so safe- and educate boys from school going age to respect females so that they make go out and work."
1614280379,Thu Feb 25 2021 19:12:59 GMT+0000 (Coordinated Universal Time),90,85,5043,3810,1,"Sex education should be introduced in Pakistan in order to make Pakistan safer for everyone."
1614283242,Thu Feb 25 2021 20:00:42 GMT+0000 (Coordinated Universal Time),92,87,2680,219,1,"First and foremost, sustainable management of waste and sanitation is the dire need to put Pakistan on the right track. Rest come after it."
1614291344,Thu Feb 25 2021 22:15:44 GMT+0000 (Coordinated Universal Time),95,92,2882,215,1,"Atleast Corruption is still on the top. An independent institution should be handed over the task to follow and feedback every department."
1614281262,Thu Feb 25 2021 19:27:42 GMT+0000 (Coordinated Universal Time),91,86,2426,107,1,"The government needs to make stricter rules to address the growing street harrassment as well as the college campus harrassment by men."
1614284108,Thu Feb 25 2021 20:15:08 GMT+0000 (Coordinated Universal Time),93,89,2543,138,1,"Govt of Pakistan need reforms in political system for betterment of service delivery because this current system don't address local issues."
1614284354,Thu Feb 25 2021 20:19:14 GMT+0000 (Coordinated Universal Time),94,90,3207,256,1,"Youth should be given an opportunity to serve in cabinet because youth can deliver the nation and can resolve the basic problems of Pakistan"
1614292395,Thu Feb 25 2021 22:33:15 GMT+0000 (Coordinated Universal Time),96,93,1,0,-1,"Educate and empower the female population. Promote flexibility equality  tolerance in society.  All genders contribute to National economy."
1614278283,Thu Feb 25 2021 18:38:03 GMT+0000 (Coordinated Universal Time),88,84,2,0,-1,"Pakistan should provide basic healthcare services and medicine allowance for a family of four. This will also keep population in control."
1614268256,Thu Feb 25 2021 15:50:56 GMT+0000 (Coordinated Universal Time),80,79,2114,38,1,"Try to convert to greener sources of energy like hydroelectric, wind or solar"
1614267750,Thu Feb 25 2021 15:42:30 GMT+0000 (Coordinated Universal Time),78,78,2651,137,1,"As Pakistan's high rate of population consist of youth ,Government should empower the youth ,and include the youth in policy makings."
1614262082,Thu Feb 25 2021 14:08:02 GMT+0000 (Coordinated Universal Time),71,68,1,0,-1,"the ratio of jobless is very high in district bajaur"
1614234190,Thu Feb 25 2021 06:23:10 GMT+0000 (Coordinated Universal Time),46,33,1,0,-1,"1) Food and non food items provide to needy and poor people. 2) help to poor students. 3) provides for Girls sports activities in the sch"
1613470197,Tue Feb 16 2021 10:09:57 GMT+0000 (Coordinated Universal Time),43,30,9120,2766,1,"Pakistan is facing moral crisis and there is indecency / immodesty everywhere, so mandatory hijab for all girls who go out in public"
1614278739,Thu Feb 25 2021 18:45:39 GMT+0000 (Coordinated Universal Time),89,84,2479,143,1,"Establish a basic healthcare and long term benefits package (educational budget or assistance) for a family of maximum 4 people."
1614339754,Fri Feb 26 2021 11:42:34 GMT+0000 (Coordinated Universal Time),120,139,1,0,-1,"Separation of religion and state"
1614339685,Fri Feb 26 2021 11:41:25 GMT+0000 (Coordinated Universal Time),119,138,1,0,-1,"It should be but with strict merit checks"
1614339094,Fri Feb 26 2021 11:31:34 GMT+0000 (Coordinated Universal Time),118,137,1,0,-1,"No Fine at All."
1614339078,Fri Feb 26 2021 11:31:18 GMT+0000 (Coordinated Universal Time),117,137,1,0,-1,"No"
1614334513,Fri Feb 26 2021 10:15:13 GMT+0000 (Coordinated Universal Time),116,130,1,0,-1,"Agree"
1614332882,Fri Feb 26 2021 09:48:02 GMT+0000 (Coordinated Universal Time),115,127,2513,180,1,"population welfare services should be modernised to increase there penetration and outreach"
1614331717,Fri Feb 26 2021 09:28:37 GMT+0000 (Coordinated Universal Time),114,125,1,0,-1,"Don't know about Multan"
1614331046,Fri Feb 26 2021 09:17:26 GMT+0000 (Coordinated Universal Time),113,124,1,0,-1,"Increase government expenditure on education and health"
1614325368,Fri Feb 26 2021 07:42:48 GMT+0000 (Coordinated Universal Time),110,113,2918,348,1,"Separate the concept of education with jobs. The jobs should be for skills but not for degree."
1614324186,Fri Feb 26 2021 07:23:06 GMT+0000 (Coordinated Universal Time),106,110,2244,80,1,"The Government should take measures to reduce pollution and improve the environment of Pakistan"
1614323936,Fri Feb 26 2021 07:18:56 GMT+0000 (Coordinated Universal Time),103,110,2578,164,1,"The Government should try to remove the social stigmas of various issues so people, regardless of gender, can seek counseling help"
1614319284,Fri Feb 26 2021 06:01:24 GMT+0000 (Coordinated Universal Time),100,102,1,0,-1,"It's important to prioritize things, the gov should take initiatives for teaching kids how to read and write."
1614316985,Fri Feb 26 2021 05:23:05 GMT+0000 (Coordinated Universal Time),97,98,1,0,-1,"Bring women in main stream and empower the youth in policy and decision making process"
1614324005,Fri Feb 26 2021 07:20:05 GMT+0000 (Coordinated Universal Time),104,110,2181,45,1,"The Government should promote science and technology"
1614344427,Fri Feb 26 2021 13:00:27 GMT+0000 (Coordinated Universal Time),122,144,2255,72,1,"we need healthy legislation system, for private sector whether the job holder in private sector cannot be deprived from their basic rights."
1614324065,Fri Feb 26 2021 07:21:05 GMT+0000 (Coordinated Universal Time),105,110,3115,614,1,"The government should reform education up to the level of O/A levels (not the other way round)"
1614319399,Fri Feb 26 2021 06:03:19 GMT+0000 (Coordinated Universal Time),101,102,1,0,-1,"Provide sex education and promote freedom of speech"
1614326285,Fri Feb 26 2021 07:58:05 GMT+0000 (Coordinated Universal Time),111,119,2430,170,1,"Changing the educational curriculum"
1614325260,Fri Feb 26 2021 07:41:00 GMT+0000 (Coordinated Universal Time),109,113,1,0,-1,"In businesses and educational institutes, give more importance to skills. That helps to innovate."
1614325108,Fri Feb 26 2021 07:38:28 GMT+0000 (Coordinated Universal Time),108,113,1,0,-1,"Create policies that ensure high employment and generate new businesses, utilization of 60 percent population in future is critical."
1614325029,Fri Feb 26 2021 07:37:09 GMT+0000 (Coordinated Universal Time),107,113,1,0,-1,"There should be high law and order that ensure hard work and create incentives to innovate rather than generating rent. Movtiaves youngsters"
1614319096,Fri Feb 26 2021 05:58:16 GMT+0000 (Coordinated Universal Time),99,102,2144,57,1,"Educate the youth about digital revolution and teach ethics about digital presence."
1614318812,Fri Feb 26 2021 05:53:32 GMT+0000 (Coordinated Universal Time),98,99,1,0,-1,"To overcome institutional challenges."
1614323783,Fri Feb 26 2021 07:16:23 GMT+0000 (Coordinated Universal Time),102,110,1,0,-1,"The Government should take measures to promote women's rights and also address issues that both men and women may face but not talk about it"
1614339979,Fri Feb 26 2021 11:46:19 GMT+0000 (Coordinated Universal Time),121,139,3208,2549,1,"Make Pakistan secular state"
1614330972,Fri Feb 26 2021 09:16:12 GMT+0000 (Coordinated Universal Time),112,124,1,0,-1,"-Focusing on education for all (same curriculum in all govt and private schools) -Creating employment opportunities -Supporting SMEs"
1614368065,Fri Feb 26 2021 19:34:25 GMT+0000 (Coordinated Universal Time),127,154,2040,46,1,"There should be counselling team in the university level to help students in difficult circumstances."
1614350003,Fri Feb 26 2021 14:33:23 GMT+0000 (Coordinated Universal Time),125,149,1,0,-1,"Kindly create the platform for every citizen through app, whereas everyone can find him as good and bad citizens perk and fines. #ChinaModel"
1614346099,Fri Feb 26 2021 13:28:19 GMT+0000 (Coordinated Universal Time),123,144,2567,238,1,"The Criteria to enter in Pakistan politician should be exemplary for every institution as alike CSS and FPSC Test."
1614350630,Fri Feb 26 2021 14:43:50 GMT+0000 (Coordinated Universal Time),126,149,2250,59,1,"There should be the check and balance on every institution. Hence, healthy fair system should be prevail."
1614349895,Fri Feb 26 2021 14:31:35 GMT+0000 (Coordinated Universal Time),124,150,1,0,-1,"short term skills based courses are the demands of time. Online courses for all + compulsory for university students should be free."
1614262044,Thu Feb 25 2021 14:07:24 GMT+0000 (Coordinated Universal Time),70,68,1,0,-1,"Govt should focused on poverty and jobs creation in Merged districts."
1614576632,Mon Mar 01 2021 05:30:32 GMT+0000 (Coordinated Universal Time),128,164,1,0,-1,"A very good step to take the opinion but there are few diverse questions so comments box for each question for explanation to responses."
1614591504,Mon Mar 01 2021 09:38:24 GMT+0000 (Coordinated Universal Time),129,167,2286,95,1,"A centralised health insurance system should be put in place so that everyone has access to healthcare services"
1614937297,Fri Mar 05 2021 09:41:37 GMT+0000 (Coordinated Universal Time),244,321,1,0,-1,"Do job on the base of marite"
1614627005,Mon Mar 01 2021 19:30:05 GMT+0000 (Coordinated Universal Time),130,170,1,0,-1,"The Government and INGOs/NGOs, and Social Activists  should take measures to reduce pollution and improve the environment of Pakistan."
1614660562,Tue Mar 02 2021 04:49:22 GMT+0000 (Coordinated Universal Time),132,173,1,0,-1,"Agreed we need to update/modify our educational curriculum rather than change."
1614669784,Tue Mar 02 2021 07:23:04 GMT+0000 (Coordinated Universal Time),144,187,1,0,-1,"Uniform education system is essential for establishing a stable society"
1614669470,Tue Mar 02 2021 07:17:50 GMT+0000 (Coordinated Universal Time),142,187,2119,51,1,"Gop needs to establish Linkages b/w Industry and Academia to ensure access to tech. skill based focused education"
1614669980,Tue Mar 02 2021 07:26:20 GMT+0000 (Coordinated Universal Time),145,188,2300,93,1,"Waste management awareness needs to be focused on as people are increasing pollution using masks and other covid related items"
1614669720,Tue Mar 02 2021 07:22:00 GMT+0000 (Coordinated Universal Time),143,187,1,0,-1,"Performance measuring KPI's should be used for promotion of govt. office holders"
1614669007,Tue Mar 02 2021 07:10:07 GMT+0000 (Coordinated Universal Time),141,186,1,0,-1,"government should to improve the technical education system n tribe areas because there is no skills and no ideas to improve self or country"
1614668917,Tue Mar 02 2021 07:08:37 GMT+0000 (Coordinated Universal Time),140,187,1,0,-1,"for e.g. Govt. public job criteria is incompatible with the politicians selection criteria. Qualifications not Quota"
1614668149,Tue Mar 02 2021 06:55:49 GMT+0000 (Coordinated Universal Time),139,187,1,0,-1,"How does government define Moderate class"
1614668085,Tue Mar 02 2021 06:54:45 GMT+0000 (Coordinated Universal Time),138,187,1,0,-1,"On-line courses' certification is a valid accreditation"
1614668076,Tue Mar 02 2021 06:54:36 GMT+0000 (Coordinated Universal Time),137,184,2423,114,1,"By applying fiscal policy government of pakistan should create jobs opportunities.It would indirectly grow the GDP and employment as a whole"
1614668007,Tue Mar 02 2021 06:53:27 GMT+0000 (Coordinated Universal Time),136,182,2436,109,1,"Govt should spend some time on strengthening the universities of Pakistan"
1614668002,Tue Mar 02 2021 06:53:22 GMT+0000 (Coordinated Universal Time),135,187,1,0,-1,"I agree but that will be like putting the cart before the oxen. 1st  establishing govt. needs to establish writ, rule of law &then education"
1614667522,Tue Mar 02 2021 06:45:22 GMT+0000 (Coordinated Universal Time),134,185,1,0,-1,"Pakistan government must take in.initiative against Poverty's economical loses to produce industrial environment for better pakistan"
1614662582,Tue Mar 02 2021 05:23:02 GMT+0000 (Coordinated Universal Time),133,173,1,0,-1,"To all the statements I strongly agreed excluding Pakistan as a secular state we looking forward Pakistan as a true Islamic state."
1614656870,Tue Mar 02 2021 03:47:50 GMT+0000 (Coordinated Universal Time),131,172,1,0,-1,"Practical practice are needed on the above not verbal."
1614675502,Tue Mar 02 2021 08:58:22 GMT+0000 (Coordinated Universal Time),159,213,1,0,-1,"Women's should not be deprived of their rights. Women's play a very important role in the development and progress of a country."
1614675089,Tue Mar 02 2021 08:51:29 GMT+0000 (Coordinated Universal Time),156,212,2207,85,1,"Youth should be given job opportunities based on merit"
1614675410,Tue Mar 02 2021 08:56:50 GMT+0000 (Coordinated Universal Time),158,213,1,0,-1,"Government should make laws for the rights of women. He who does not give a woman her right should be brought before law."
1614674690,Tue Mar 02 2021 08:44:50 GMT+0000 (Coordinated Universal Time),155,211,1,0,-1,"Justice and accountability, Education for every member, democracy and equality are the keys to make pakistan a better place"
1614673132,Tue Mar 02 2021 08:18:52 GMT+0000 (Coordinated Universal Time),152,208,1,0,-1,"Yes we are agree with this answer"
1614672537,Tue Mar 02 2021 08:08:57 GMT+0000 (Coordinated Universal Time),151,201,2201,70,1,"strict laws on sexual harassment"
1614672187,Tue Mar 02 2021 08:03:07 GMT+0000 (Coordinated Universal Time),150,204,1,0,-1,"Positive education must for every one."
1614670552,Tue Mar 02 2021 07:35:52 GMT+0000 (Coordinated Universal Time),148,195,1,0,-1,"There should be strict check and balance for everything"
1614670425,Tue Mar 02 2021 07:33:45 GMT+0000 (Coordinated Universal Time),147,195,1,0,-1,"Government should start awareness programs"
1614670356,Tue Mar 02 2021 07:32:36 GMT+0000 (Coordinated Universal Time),146,195,1,0,-1,"Pakistani government  should focus on solving the issues rather than creating more for the public"
